model,test_n,test_positive_n,test_prevalence,test_auprc,test_auroc,test_auprc_lift_over_random,test_brier,test_ece10,test_precision_at_1pct,test_lift_at_1pct,test_precision_at_5pct,test_lift_at_5pct,test_precision_at_10pct,test_lift_at_10pct,test_mean_score_positive,test_mean_score_negative,test_score_separation
real_labels,1038899,11354,0.010928877590603129,0.04946068614482797,0.756533292312812,4.5256876321275,0.18845875079163996,0.332570300114364,0.09866204639522572,9.027646762194257,0.059331985754163055,5.428918501674674,0.04424872461257099,4.048789479590927,0.5971663251961,0.3387507646976447,0.2584155604984553
permuted_train_labels,1038899,11354,0.010928877590603129,0.011367712820199338,0.4958227542802075,1.0401537327102581,0.24120918391863774,0.4501110114457259,0.016940995283472905,1.5501130050206726,0.012956011165655982,1.1854841504305824,0.011637308691885648,1.0648219449261325,0.4500560487987532,0.45919308111649276,-0.009137032317739546
