model,epoch,train_loss,train_nll_component,train_sig_bce_component,lr,train_heldout_n,train_heldout_nll,train_heldout_mae,train_n,train_positive_n,train_prevalence,train_auprc,train_auroc,train_auprc_lift_over_random,train_brier,train_ece10,train_precision_at_1pct,train_lift_at_1pct,train_precision_at_5pct,train_lift_at_5pct,train_precision_at_10pct,train_lift_at_10pct,train_mean_score_positive,train_mean_score_negative,train_score_separation,val_heldout_n,val_heldout_nll,val_heldout_mae,val_n,val_positive_n,val_prevalence,val_auprc,val_auroc,val_auprc_lift_over_random,val_brier,val_ece10,val_precision_at_1pct,val_lift_at_1pct,val_precision_at_5pct,val_lift_at_5pct,val_precision_at_10pct,val_lift_at_10pct,val_mean_score_positive,val_mean_score_negative,val_score_separation,test_heldout_n,test_heldout_nll,test_heldout_mae,test_n,test_positive_n,test_prevalence,test_auprc,test_auroc,test_auprc_lift_over_random,test_brier,test_ece10,test_precision_at_1pct,test_lift_at_1pct,test_precision_at_5pct,test_lift_at_5pct,test_precision_at_10pct,test_lift_at_10pct,test_mean_score_positive,test_mean_score_negative,test_score_separation
permuted_train_labels,1,7.802481160647627,7.588696095563363,1.4248182528260824,0.001,4787799,4.314448873062549,0.21398335089620513,4787799,56043,0.011705378609252394,0.011430409219195477,0.48858692595499,0.9765091417171615,0.20313645311161,0.42194478191968005,0.012114123396967292,1.0349193991377441,0.01127031204310957,0.9628319099564255,0.011458289819959062,0.9788910040809767,0.4285803871027914,0.43371020701318086,-0.005129819910389466,996308,4.421970540234546,0.21422581232410057,996308,11887,0.011931049434512219,0.01149060292525006,0.48636691546756405,0.9630840093589667,0.20336122443006283,0.4219506298178336,0.011842633480529908,0.9925894235483967,0.010639152079653123,0.8917197215592702,0.011171221808473266,0.9363151053719512,0.4281076775031554,0.433951401006344,-0.005843723503188569,1038899,4.263182465282958,0.2136583303875064,1038899,11354,0.010928877590603129,0.01070428214917219,0.4892779174886857,0.9794493588596828,0.2030363065442538,0.42269870651763414,0.010973144672249495,1.0040504691611174,0.010568870921166618,0.9670591360867604,0.010761382231206084,0.984674056598359,0.42869935794924585,0.43368203922193965,-0.004982681272693801
permuted_train_labels,2,3.1884951342707093,2.988194431429324,1.3345595764077227,0.001,4787799,1.7608321694373552,0.0829388711872094,4787799,56043,0.011705378609252394,0.011481297714737881,0.4874225653682369,0.9808565872156079,0.21293320837424873,0.42251294404570305,0.01221855549521701,1.0438411180958282,0.012155896236267179,1.0384880867209778,0.011750699695058273,1.0038718171636118,0.4257221773593901,0.43431895114695696,-0.008596773787566847,996308,1.8052675007377237,0.0831143640916012,996308,11887,0.011931049434512219,0.011545027969221263,0.48678736298633035,0.9676456402758391,0.21308789940468312,0.4224514371584042,0.011039743075070253,0.9252952253417258,0.011221294363256785,0.9405119327389284,0.01140207365177505,0.9556639350427102,0.42551752824367317,0.4344895320134199,-0.008972003769746717,1038899,1.721593334626369,0.08206074148268985,1038899,11354,0.010928877590603129,0.010739169107062886,0.48870566139087934,0.9826415400879448,0.21281440426120568,0.42324093009555475,0.01193570122244682,1.0921250717191102,0.011069400327269227,1.0128579294169169,0.010905765713735681,0.9978852469820579,0.42600729034861534,0.43426000054569247,-0.008252710197077129
permuted_train_labels,3,1.6094899564549543,1.4141053375990495,1.301594733155292,0.001,4787799,1.1019190916327106,0.04576545318958147,4787799,56043,0.011705378609252394,0.011628414302606483,0.4893311466382257,0.9934248767839876,0.22956223881542637,0.4350210219366722,0.014724925853210242,1.2579623730898442,0.012506788086386231,1.06846506242014,0.01193658882994277,1.0197524769090014,0.43731096011542103,0.44683791718542304,-0.009526957070002007,996308,1.12846024397074,0.0458947868146384,996308,11887,0.011931049434512219,0.011667402753850791,0.4884712317564821,0.9779024735327311,0.22966060628689167,0.4349225149327092,0.012545162585307105,1.0514718469792337,0.011903806006102456,0.9977165941219758,0.011853740301713322,0.9935203409202824,0.4370938267830994,0.4469714143528094,-0.009877587569710022,1038899,1.0642892439496043,0.04468960442888337,1038899,11354,0.010928877590603129,0.010880476623526753,0.49013562391857113,0.9955712774093113,0.22941102727417162,0.4356563209992415,0.01318702473770334,1.2066220550445008,0.012262970449513909,1.1220704365888277,0.011261911637308691,1.0304728499285152,0.43735455761957104,0.4466871938285704,-0.009332636208999379
permuted_train_labels,4,1.205104795055113,1.0112310857012652,1.2914081521656202,0.001,4787799,0.9223370697057249,0.034476282675766044,4787799,56043,0.011705378609252394,0.011779115447352993,0.4912418467300824,1.0062993979573043,0.23754070548307657,0.44269048291830626,0.015247086344458833,1.3025709678802644,0.013125026108024563,1.1212816386519975,0.012162162162162163,1.0390233898584629,0.4451314765502684,0.45450558906365357,-0.009374112513385158,996308,0.9436753305704662,0.03459873658233699,996308,11887,0.011931049434512219,0.011808637586157286,0.4894583075682042,0.989740060249785,0.23759102854293368,0.44257512943754307,0.013448414291449218,1.1271778199617386,0.012224987955676891,1.0246364347728218,0.011843703265048027,0.9926790874563364,0.4445790465987916,0.45462605016831187,-0.010047003569520263,1038899,0.8845290633401321,0.03333865055472789,1038899,11354,0.010928877590603129,0.010979413657794215,0.4913836030969434,1.0046240857555708,0.23744214211523365,0.4433563926043997,0.014727115218019058,1.3475414191372892,0.012243719318509963,1.120308944537668,0.011204158244296852,1.0251883737750358,0.44478348896334924,0.45439026143539046,-0.009606772472041225
permuted_train_labels,5,1.0856930052024731,0.892379805834397,1.2876297048900438,0.001,4787799,0.8594906030934047,0.03012265975125,4787799,56043,0.011705378609252394,0.011898714310378576,0.49225693696805944,1.016516825946438,0.23948811555632163,0.44541962620326475,0.016312293746605956,1.3935725012527211,0.013551109068883412,1.15768225200098,0.012600776974810978,1.0764946094824157,0.4480219753662583,0.4572328212509084,-0.009210845884650098,996308,0.8790166262591488,0.030251264818146096,996308,11887,0.011931049434512219,0.011934652038436142,0.4900775738182151,1.0003019519736045,0.23953991677559144,0.4453131773004734,0.01565636290646327,1.312236865030084,0.013168459932551791,1.1037134666846817,0.012345555098312774,1.0347417606536387,0.44737965453432876,0.45736334261096667,-0.009983688076637909,1038899,0.8214509272556813,0.028968618930503592,1038899,11354,0.010928877590603129,0.011161845697027137,0.49432384874948576,1.0213167458865418,0.23938337816737454,0.446083253046248,0.014534603907979594,1.3299264986256907,0.012898257772644143,1.180199674277103,0.011646934257387621,1.0657026909517124,0.4484023497100251,0.4571072655970166,-0.00870491588699146
permuted_train_labels,6,1.0393367504728013,0.8463801482449407,1.285245548814967,0.001,4787799,0.8312599314946179,0.028038722710516356,4787799,56043,0.011705378609252394,0.011938923805815184,0.49262126881493057,1.0199519557939105,0.23938284905451937,0.44615812629592566,0.017523706086302687,1.4970644411664957,0.01345920882242366,1.1498311393178662,0.012680145369480764,1.0832751158905596,0.4484585258913759,0.4576387230852099,-0.009180197193834005,996308,0.8499736339063824,0.02817103578442861,996308,11887,0.011931049434512219,0.011990187604236592,0.49097132887242095,1.0049566611930472,0.2394107237183978,0.4460547417886947,0.01686069851465275,1.4131781623400903,0.01278705636743215,1.071746155911802,0.012355592134978069,1.0355830141175848,0.44798499021238536,0.4577349143677509,-0.00974992415536552,1038899,0.7930994810972962,0.026875766116791672,1038899,11354,0.010928877590603129,0.01119045181742139,0.49432508041254647,1.0239342260584168,0.23924864890443753,0.44669835900916605,0.016074694388295313,1.470845862718479,0.013090769082683607,1.1978145947887016,0.011723938781403407,1.0727486591563518,0.4484520195652786,0.45749224837855645,-0.009040228813277873
permuted_train_labels,7,1.016471564942512,0.8235907171083533,1.2847418346266815,0.001,4787799,0.8157497448201146,0.026843977443366984,4787799,56043,0.011705378609252394,0.012023284021893857,0.4937192822470145,1.0271589175586493,0.2394522445820609,0.4467407456731141,0.017335728309453194,1.4810053470419444,0.013864405363632567,1.1844474088752321,0.012592422406951,1.0757808719657689,0.4490598386146832,0.4578626503398855,-0.008802811725202309,996308,0.834091904812568,0.026980717790551466,996308,11887,0.011931049434512219,0.012053606799361263,0.49125184276892014,1.0102721362040903,0.2395296910342273,0.4466863553009918,0.01686069851465275,1.4131781623400903,0.013308977035490605,1.1154908969694266,0.012576406941614557,1.0540905903243978,0.44825734147762664,0.45801750431013194,-0.009760162832505304,1038899,0.777459162897452,0.02567445913594584,1038899,11354,0.010928877590603129,0.011242506094277148,0.49562350407677047,1.0286972290680318,0.2393625577552786,0.44732747874540263,0.014823370873038791,1.3563488793930885,0.013013764558667821,1.190768626584062,0.011954952353450765,1.09388656377027,0.4490629904048351,0.45775628519015416,-0.00869329478531905
permuted_train_labels,8,1.0035243379896965,0.8105623839558035,1.2852840402851935,0.001,4787799,0.8060552523717056,0.02606570400355153,4787799,56043,0.011705378609252394,0.012045495046582632,0.4940739821980108,1.0290564234343857,0.23998838775769607,0.44754087915843216,0.017398387568403024,1.4863583784167946,0.014044028572622082,1.1997927654831366,0.012640461172145871,1.0798848626864876,0.44972098803537963,0.45842596607211017,-0.008704978036730537,996308,0.8241442326946085,0.02620369643983399,996308,11887,0.011931049434512219,0.012134277693557785,0.49311814498802,1.0170335610594068,0.24004812263540437,0.4474764844067477,0.01746286631874749,1.4636488109950934,0.013048016701461378,1.0936185264406144,0.012536258794953377,1.0507255764686136,0.4495000279330446,0.4585668363071097,-0.009066808374065094,1038899,0.7676902949059533,0.02489172036784856,1038899,11354,0.010928877590603129,0.011244567055209424,0.4955159904643609,1.028885808445483,0.23988928846477822,0.44811637952311223,0.01597843873327558,1.4620384024626798,0.013167773606699393,1.2048605629933409,0.011608431995379729,1.0621797068493928,0.4494565155078685,0.45830506206035737,-0.008848546552488845
permuted_train_labels,9,0.994505422702734,0.8017180359881857,1.2841332953909168,0.001,4787799,0.7993604289779083,0.025496422488444064,4787799,56043,0.011705378609252394,0.012083225707480317,0.49427178438391384,1.0322797844342477,0.24033610958516374,0.4480686519431605,0.01685534065750449,1.439965439834758,0.014165169806591753,1.210141959474514,0.01272609549271064,1.0872006722321166,0.45017845605249046,0.4587782768953619,-0.00859982084287142,996308,0.8173235899440735,0.025638110493786812,996308,11887,0.011931049434512219,0.01209118210183065,0.4918223151672469,1.0134215073198194,0.24034179850000092,0.44792981684059496,0.01645925331192292,1.3795310632367546,0.013489641882126225,1.1306333073355275,0.012506147684957494,1.0482018160767756,0.4491601940437564,0.45885353651103294,-0.009693342467276544,1038899,0.7608878636181188,0.024319120398885022,1038899,11354,0.010928877590603129,0.011263153357542766,0.4950048862082318,1.030586468204846,0.24019215328116322,0.4486021115903452,0.016652228318413707,1.5236906242532748,0.013495042833766483,1.2348059278630585,0.012012705746462606,1.0991710399237498,0.4496720650622993,0.45861611656477597,-0.00894405150247668
permuted_train_labels,10,0.9883679192999135,0.795541014533112,1.2844113432842752,0.001,4787799,0.7945322057170737,0.02505667168090964,4787799,56043,0.011705378609252394,0.012068000048510443,0.4940762555195456,1.0309790440243785,0.24049874048038936,0.44826976649515515,0.017649024604202347,1.5077705039161964,0.01362630017962321,1.1641058896508005,0.012736538702535612,1.088092844127925,0.44994438761362426,0.4588458228753776,-0.008901435261753354,996308,0.8123638802584141,0.02520036200213689,996308,11887,0.011931049434512219,0.012096486455047427,0.49272139734495507,1.013866091280844,0.240465566873819,0.4481006588950518,0.01555600160578081,1.3038250902542499,0.01278705636743215,1.071746155911802,0.012696851381598097,1.0641856318917504,0.4494333248977986,0.4588861782753255,-0.009452853377526937,1038899,0.7559794972851066,0.023876217999927087,1038899,11354,0.010928877590603129,0.011248864086823978,0.49487508000442076,1.0292789898658925,0.24035423894379543,0.44880699813374764,0.016363461353354508,1.4972682434858768,0.012763499855616518,1.1678692299189841,0.011829820001925112,1.082436865437731,0.4495171618478941,0.4586861611768653,-0.009168999328971195
