metric,train,val,test,train_minus_val,val_minus_test
auprc,0.0523201975722368,0.052634128819985,0.0494606861448279,-0.0003139312477482,0.0031734426751571
auroc,0.7544420717232531,0.7554591900740608,0.756533292312812,-0.0010171183508077,-0.0010741022387511
auprc_lift_over_random,4.469756965475762,4.411525499821798,4.5256876321275,0.0582314656539635,-0.1141621323057018
brier,0.1885876854550915,0.1888975588109642,0.1884587507916399,-0.0003098733558727,0.0004388080193242
ece10,0.3322413620224593,0.3325295792371737,0.332570300114364,-0.0002882172147143,-4.0720877190314475e-05
