split,scope,method,n,positive_n,prevalence,auprc,auroc,auprc_lift_over_random,brier,ece10,precision_at_1pct,lift_at_1pct,precision_at_5pct,lift_at_5pct,precision_at_10pct,lift_at_10pct,mean_score_positive,mean_score_negative,score_separation
val,heldout_input_entries,ae_significance_head,996308,11887,0.0119310494345122,0.052634128819985,0.7554591900740608,4.411525499821798,0.1888975588109642,0.3325295792371737,0.1139100762745885,9.547364370571442,0.0641761682993415,5.378920660047144,0.0481878130300809,4.038857880404975,0.5973194740277679,0.3393310065660526,0.2579884674617152
val,heldout_input_entries,ae_m6a_probability,996308,11887,0.0119310494345122,0.0421875953677036,0.7261618385621726,3.5359500938509356,0.0117334633208177,0.0060707368332401,0.0907266158169409,7.604244397353819,0.0547815962742893,4.5915153210099025,0.0419447762242675,3.5155982258305336,0.0243735380369786,0.0064599557548261,0.0179135822821525
val,heldout_input_entries,coverage_only,996308,11887,0.0119310494345122,0.0125437014003586,0.4771564737370747,1.0513493778740206,0.9880689505654878,0.0,0.0251906864712966,2.1113554687343017,0.0170828649429902,1.4317990246168657,0.0144934809446858,1.214770001938093,4.113865213271701,4.183151581407594,-0.0692863681358924
val,heldout_input_entries,train_site_mean_m6a,996308,11887,0.0119310494345122,0.050316158704039,0.7586435297421642,4.217245011029166,0.0118382602037205,0.0076971125144279,0.1075873143315937,9.017422559693909,0.0619278946523205,5.190481775491223,0.047575553793498,3.987541419104266,0.0569601489943542,0.0191773737902063,0.0377827752041478
val,heldout_input_entries,train_site_significance_prior,996308,11887,0.0119310494345122,0.0542298073784211,0.7612528647653054,4.5452671767123745,0.0115448006433316,0.0003597376735082,0.1134082697711762,9.505305496692277,0.0648586799421872,5.436125321430192,0.0487298130100069,4.084285567458061,0.0359031850543916,0.0114069838777584,0.0244962011766331
val,heldout_input_entries,observed_ratio_upper_bound,996308,11887,0.0119310494345122,0.7842415079746994,0.9921589484900396,65.73114228377696,0.0067133548776093,0.0085861813958112,0.7922521075873143,66.40255008043258,0.2247069214710133,18.833793515348056,0.1193102548403609,9.99997992592667,0.7361749852515397,0.0118755788066414,0.7242994064448982
val,visible_input_entries,ae_significance_head,3985235,47550,0.0119315423055353,0.0528640905156313,0.7548024962282844,4.4306166932925795,0.1886243354849926,0.3321724748822335,0.1082979951321105,9.076613262467225,0.0640914976262408,5.371602093428221,0.0479143037809517,4.015767832355018,0.5957885913462044,0.3389958245082464,0.256792766837958
val,visible_input_entries,ae_m6a_probability,3985235,47550,0.0119315423055353,0.0430378095028452,0.7261075940434809,3.607061719328532,0.0117225872644426,0.0060212037289872,0.0933681278699219,7.825319265440347,0.0542853128042476,4.5497314105875075,0.0421931928817336,3.536273165805165,0.024967794222186,0.0064505234056891,0.0185172708164969
val,visible_input_entries,coverage_only,3985235,47550,0.0119315423055353,0.0128676198326004,0.4788881319263626,1.078454025732351,0.9880684576944648,0.0,0.0278523574134945,2.3343467843694663,0.0171131475143278,1.434277906083332,0.0145010087221848,1.215350735961228,4.126996303289667,4.184384277748985,-0.0573879744593179
val,visible_input_entries,train_site_mean_m6a,3985235,47550,0.0119315423055353,0.0506572561456963,0.7566590233851673,4.245658679196511,0.0118319609796954,0.0076797299790112,0.104684716332522,8.773779085035509,0.062279812508155,5.219762115687433,0.0474977667593419,3.980857255755336,0.057098975923355,0.0191585849040106,0.0379403910193443
val,visible_input_entries,train_site_significance_prior,3985235,47550,0.0119315423055353,0.0551216040261788,0.7609243630737055,4.619822200236986,0.0115403959199982,0.0004298028465647,0.1108574009484856,9.291120804814687,0.0648743864861338,5.437217153061358,0.0485943130150254,4.0727604001773905,0.0359998181489651,0.0113784870337608,0.0246213311152043
val,visible_input_entries,observed_ratio_upper_bound,3985235,47550,0.0119315423055353,0.7796394877163717,0.9919723740197626,65.34272500166887,0.0068188715192414,0.0087147896779032,0.7864903520437608,65.9169059543032,0.2244381768726601,18.81049164687941,0.1193152733586935,9.999987453704168,0.7326244198134378,0.0120487529296755,0.7205756668837623
