model,test_n,test_positive_n,test_prevalence,test_auprc,test_auroc,test_auprc_lift_over_random,test_brier,test_ece10,test_precision_at_1pct,test_lift_at_1pct,test_precision_at_5pct,test_lift_at_5pct,test_precision_at_10pct,test_lift_at_10pct,test_mean_score_positive,test_mean_score_negative,test_score_separation
real_labels,1038899,11354,0.0109288775906031,0.0494606861448279,0.756533292312812,4.5256876321275,0.1884587507916399,0.332570300114364,0.0986620463952257,9.027646762194257,0.059331985754163,5.428918501674674,0.0442487246125709,4.048789479590927,0.5971663251961,0.3387507646976447,0.2584155604984553
permuted_train_labels,1038899,11354,0.0109288775906031,0.0113677128201993,0.4958227542802075,1.040153732710258,0.2412091839186377,0.4501110114457259,0.0169409952834729,1.5501130050206726,0.0129560111656559,1.1854841504305824,0.0116373086918856,1.0648219449261325,0.4500560487987532,0.4591930811164927,-0.0091370323177395
